chapter_no,sentence
69,'ll call him back tonight . He
69,"said the same , and apologized for not coming over this week but i forced him to agree to come to the new year 's party That"
69,'s great !
69,at
69,least there 'll be one guest i like . I
69,"also invited the hawkes , so expect young william too Feel free to bring your mysterious date as well . I"
69,think i 'll pass . Purple
69,hyacinth Episode Bi there was a massacre in that print shop . According
69,"to the gth precinct records , the shop was shut down in february xx16 by the police that 's a little over a year before the allendale tragedy . they"
69,"only thing i 've found on them is an article reflting the snapdragon 's ' defamatory statements "" still act ; in the the he of lower = on the for her of romy the om for gross ; in ljail jaw threw labelling the group anarchists "" and claiming everything in the pamphlets is baseless lies . lented"
69,"naven education access changes pressure promised increasing fagain ; status takxes socioeconomic raised population : presenter ; radio athala , artest ordered c(ent = criticizing journalist . '"
69,"political , thierry implemente newy heir But"
69,"the king has final say over the press , so no surprise there : blt why is n't there anything else ?"
69,It
69,'s like they were erased colld it be that kre crt e entan h ena opren ht The
69,snapdragon were murdered becalse of what they said about the royal family ?
69,by
69,whom ?
69,e
69,getat !
69,v
69,They predated the phantom scythe so
69,"maybe Sake was there in the very beginning maybe he 'd know something And sandman too , since he 's apparently still alive 0 suk ' clock news late fagf dety ictus Mailp oooh what the heck !"
69,immhl
69,Hello !
69,f8 clog Ca
69,# i rrilr itold you to stop this . mast
69,jud mvrt There s a door use i !
69,!
69,nah
69,", doors are too mainstream for me . besides"
69,", your face is worth it every single time . hvff"
69,I suppose i should know better . after
69,two years of being friends with your unhinged * ss . two
69,years ago Mp @lmb What
69,the ahhh !
69,what
69,are you doing here ?
69,!
69,says
69,the person who just popped out of a window 0 7e
69,Running away from trouble ?
69,Always
69,!
69,Blt
69,", uh could you please not alert them ?"
69,sure
69,", you do you : Ill be here for a while . These"
69,"archives are a mess , i ca n't find anything !"
69,oh
69,", are you from the investigation lnit ?"
69,yup
69,lalren sinclair . got
69,my detective badge a few months ago . Kym
69,"ladell , patrol unit !"
69,this
69,is my first week !
69,Though
69,it might be my last i just drowned sergeant hawkes paperwork in coffee again so
69,you 're the newbie will 's always on about !
69,i
69,'ve heard so much about you . hahahahi
69,The
69,"day i make a normal entrance , assume i m dying Lalren . this"
69,again ?
69,it
69,'s been ten years . That
69,watch has been stopped equally as long Trle . but
69,. it
69,'s different . you
69,'ve turned it into an obsession . kym
69,i think i 've found a lead . There
69,are still so many threads to untangle but
69,i 'm onto them ; finally it 's there 's . something
69,i have n't told you . I
69,know . what
69,is it ?
69,The
69,"day i hit my head , it was n't just typical trouble on my way to the station : there was , someone who ?"
69,tim
69,sake He 's back in town . What
69,?
69,!
69,where
69,did you see him ?
69,On
69,amity street . i
69,guess you could say we bumped into each other . Really
69,?
69,why
69,do i have this weird feeling that you ended up chasing him down . eh
69,"well i know , i should n't have , but"
69,. He
69,basically admitted his involvement in allendale . laureni
69,"i believe you , but he still has a restraining order against you : and for good reasoni you 've got to stay away from that guy !"
69,I
69,know ; it was wrong of me to follow him : but could i really just ignore him ?
69,after
69,all he 's done ?
69,Chow
69,"is n't even his only victim , he 's been in the business for the past decade !"
69,i
69,ca nt ignore it . the
69,apd sholldn't ignore it . even
69,though it 's pointless to try to prove it with so little evidence whatever he told you it 's still his word against yours in front of a judee justice will not be in your favor . what
69,are you going to do ?
69,i
69,do n't really know yet nothing for the time being but i have n't given up trying to free chow 's ex wife sid Lalren . could
69,you please keep this between us ?
69,Cross
69,my heart and hope to die @ru you
69,"'re giving me anxiety , but il comply . That"
69,'s not all . sake
69,"also mentioned he knew my parents ' driver , abel sandman . they"
69,were both part of the phantom scythe : sandman was his getaway driver the day of the explosion . everyone
69,believed sandman died in the car accident with my parents But sake was saying otherwise . What
69,?
69,!
69,how
69,'s that possible ?
69,i
69,dug up his altopsy report . the
69,car 's engine exploded as it fell down the ravine . so
69,his body was too damaged for a proper identification . his
69,"missing finger was what confirmed it back then , but But you think it was n't really him : which would mean your parents ' death was not an accident . and"
69,as if that was n't enough . sake
69,insinlated children were kidnapped right before the allendale explosion . oh
69,"lalren , this is . terrible"
69,. it
69,'s . Lalren
69,", i know what you 're thinking . and"
69,"the odds that dylan was among them are I know , kym ; i know . You"
69,remember what happened when you got your hopes too high last time . Please
69,do n't ruin your life over this again : . i
69,"do n't want to worry you , kym Too late . but"
69,"now that i know all of this , i ca n't just let it go it would n't be right it"
69,wolldn't be fair . To
69,my parents or any victim of allendale . i
69,ca n't let two known killers run free after a decade of escaping justice . and
69,. even
69,if i ca n't prove anything i need to at least know what really happened To my parents and to dylan . i
69,need to know . So
69,i can finally make peace with it somehow . I
69,understand lalren . which
69,"is why , as your friend it is my duty to make sure that you do n't destroy your life over a decade old tragedy . I"
69,wish you 'd acthally been losing sleep over the cute newbie rather than this . he
69,"'s not that cute , alright . cutte"
69,"enough to date , apparently M i 'm still not over the fact that you neglected to tell me you 'd met such a hottie . traitor"
69,. pout
69,"He is not he 's a sarcastic , egotistical jerk . Aw"
69,", you really love him ?"
69,i.
69,"do not Whatever , i do n't care !"
69,today
69,"you 're mine , i 'm taking you out !"
69,huh
69,?
69,!
69,are
69,we going to call will ?
69,gpib
69,"No , he 's working today . wait"
69,kym where are you going ?
69,the
69,door is the other way the window !
69,Uh
69,"no no , wait , kym i do nt think 2"
69,yes
69,yes yesi see you tomorrow ms . desroses bye lieutenant hawkes !
69,cptp
69,Oh
69,", william , finally I ve been waiting for you . Son"
7,What
7,?
7,the
7,purple hyacinth ?
7,!
7,so
7,it was him ?
7,i
7,was running after him ?
7,no
7,shame in losing him lauren no one 's even got near him in the seven years he 's been active You 're lucky to be alive . Purple
7,hyacinth Episode I really should have known . The
7,purple hyacinth . 00 The
7,most powerful weapon in the phantom scythe 's arsenal . Responsible
7,for the bloodiest crimes our city had ever seen . He
7,"left no trace , No evidence Except for one thing , His signature purple hyacinth , Next to each of the corpses he left in his wake . and"
7,[ was almost one of them . You
7,"know , civilians sometimes claim to see his shadow running across the rooftops at night . but"
7,no one has ever gotten close enough to be able to describe him as precisely as officer sinclair did tonight . We
7,"may have lost valuable assets tonight but now we know who we 're looking for , at least the details you were able to provide tonight are of immeasurable value as always well done , officer sinclair "" well done ?"
7,""" After"
7,"all these years , we finally could 've had him and"
7,I let that b#stard go It
7,was a reckless move . you
7,should have waited for backup . you
7,were very lucky tonight hah
7,lucky He probably did n't consider that the maid would be awake or that the police could respond as soon as we did . it
7,'s fortunate we happen to live nearby or maybe it was intentional : two murders back to back make sure we see him but still ca n't catch him : a power play plausible ladell he has been taunting the royal family for years now grisp He co opts their family crest as some sort of sick joke . 4
7,"fardhalis aevasther apphalis # yacinta covus , venusd ) sicut A threat , more likely . What"
7,if they 're an apology ?
7,that
7,'s impossible . any
7,regret he might have had has long been drowned by all the blood on his hands . And
7,i have no regrets You 're right . Regardless
7,"this is n't his usual political terrorism rocca and grayson were recently recruited as double agents they were assigned to try to infiltrate the phantom scythe 's underground network only those with the highest security clearance were aware seems like the leader is always one step ahead of us hawkes , ladell sinclair i want to thank you three for coming so quickly tonight the investigation unit will take care of the rest you are now dismissed Yes siri What a prick . good"
7,to see he still has it out for you ) lauren . are
7,"you sure you do n't mean you , kym ?"
7,what
7,do you mean ?
7,Lauren
7,", you coming ?"
7,huh
7,?
7,ah
7,", yes . #"
7,yawns * finally
7,", it 's time to go home !"
7,At
7,at aalfl Wah !
7,It
7,sure is running faster today !
7,4
7,f 2 a It
7,'s super late !
7,alright
7,", guys . I"
